"","X1","company","means_of_exchange","orig_yr","orig_loc_port_modern","orig_loc_region_modern","orig_loc_lat","orig_loc_long","dest_yr","dest_loc_port","dest_loc_region","dest_loc_lat","dest_loc_long","textile_quantity","textile_unit","quant_ells","units_ells","textile_category","textile_name","textile_color_arch","textile_pattern_arch","textile_process_arch","textile_fiber_arch","textile_geography_arch","textile_quality_arch","textile_quality_inferred","value_per_piece","deb_dec"
"97",97,"WIC","Ship: Acredam",1712,"Texel","Netherlands",53.053921,4.79605,1713,"Ouidah","Benin",6.3601,2.08266,100,"ps.",100,NA,NA,"graaties","white",NA,NA,NA,NA,NA,"Mid-range",6.25,625
"98",98,"WIC","Ship: St. Marcus",1713,"Texel","Netherlands",53.053921,4.79605,1713,"Ouidah","Benin",6.3601,2.08266,100,"ps.",100,NA,NA,"graaties",NA,NA,NA,NA,NA,NA,"Mid-range",6,600
"99",99,"WIC","Ship: Koningin Hester",1713,"Vlissingen","Netherlands",51.455681,3.57649,1713,"Ouidah","Benin",6.3601,2.08266,234,"ps.",234,NA,NA,"graaties","white",NA,NA,NA,NA,NA,"Mid-range",6.5,1521
"100",100,"WIC","Ship: Emmenes",1714,"Texel","Netherlands",53.053921,4.79605,1714,"Ouidah","Benin",6.3601,2.08266,138,"ps.",138,NA,NA,"graaties","white",NA,NA,NA,NA,NA,"Mid-range",7,966
"101",101,"WIC","Ship: Emmenes",1714,"Texel","Netherlands",53.053921,4.79605,1714,"Ouidah","Benin",6.3601,2.08266,20,"ps.",20,NA,NA,"graaties","white",NA,NA,NA,NA,NA,"Mid-range",6.75,135
"102",102,"WIC","Ship: Acredam",1714,"Texel","Netherlands",53.053921,4.79605,1715,"Ardra","Benin",6.47216,2.62652,43,"ps.",43,NA,NA,"graaties",NA,NA,NA,NA,NA,NA,"Mid-range",8,344
"103",103,"WIC","Ship: St Clara 2",1710,"Texel","Netherlands",53.053921,4.79605,1710,"Ouidah","Benin",6.3601,2.08266,100,"ps.",100,NA,NA,"guinees","blue",NA,NA,NA,NA,NA,"Expensive",20,2000
"104",104,"WIC","Ship: Johanna Machteld",1710,"Texel","Netherlands",53.053921,4.79605,1711,"Loanda","Angola",-8.838333,13.234444,100,"""half"" pieces",50,NA,NA,"guinees","blue",NA,NA,NA,NA,NA,"Inexpensive",0.15,15
"105",105,"WIC","Ship: Johanna Machteld",1710,"Texel","Netherlands",53.053921,4.79605,1711,"Loanda","Angola",-8.838333,13.234444,800,"""half"" pieces",400,NA,NA,"guinees","brown-blue",NA,NA,NA,NA,NA,"Mid-range",9.6875,7750
"106",106,"WIC","Ship: Eva Maria 2",1712,"Vlissingen","Netherlands",51.455681,3.57649,1712,"Elmina","Ghana",5.0847,-1.35093,166,"half ps.",83,NA,NA,"guinees","blue",NA,NA,NA,NA,NA,"Expensive",10.6,1759.6
"107",107,"WIC","Ship: Bosbeek",1712,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,164,"half ps.",82,NA,NA,"guinees","blue",NA,NA,NA,NA,NA,"Mid-range",10,1640
"108",108,"WIC","Ship: Koningin Hester",1713,"Vlissingen","Netherlands",51.455681,3.57649,1713,"Ouidah","Benin",6.3601,2.08266,50,"ps.",50,NA,NA,"guinees","white",NA,NA,NA,NA,NA,"Expensive",17.625,881.25
"109",109,"WIC","Ship: Apam",1714,"Vlissingen","Netherlands",51.455681,3.57649,NA,"Elmina","Ghana",5.0847,-1.35093,40,"ps.",40,NA,NA,"guinees","brown-blue",NA,NA,NA,NA,NA,"Expensive",24.375,975
"110",110,"WIC","Ship: Jacoba Galeij",1714,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,140,"ps.",140,NA,NA,"guinees","brown-blue",NA,NA,NA,NA,NA,"Expensive",25,3500
"111",111,"WIC","Ship: Adrichem",1714,"Vlissingen","Netherlands",51.455681,3.57649,1715,"Loanda","Angola",-8.838333,13.234444,80,"ps.",80,NA,NA,"guinees","blue",NA,NA,NA,NA,NA,"Expensive",24.25,1940
"112",112,"WIC","Ship: Adrichem",1714,"Vlissingen","Netherlands",51.455681,3.57649,1715,"Loanda","Angola",-8.838333,13.234444,420,"ps.",420,NA,NA,"guinees","brown-blue",NA,NA,NA,NA,NA,"Expensive",24.25,10185
"113",113,"WIC","Ship: Emmenes",1714,"Texel","Netherlands",53.053921,4.79605,1714,"Ouidah","Benin",6.3601,2.08266,200,"ps.",200,NA,NA,"guinees","brown-blue",NA,NA,NA,NA,NA,"Expensive",24.5,4900
"114",114,"WIC","Ship: Bosbeek",1715,"Texel","Netherlands",53.053921,4.79605,1715,"Loanda","Angola",-8.838333,13.234444,200,"half ps.",100,NA,NA,"guinees",NA,NA,NA,NA,"Inlandse",NA,"Expensive",14.6,2920
"115",115,"WIC","Ship: Nieuwe Post",1715,"Texel","Netherlands",53.053921,4.79605,1715,"Loanda","Angola",-8.838333,13.234444,420,"ps.",420,NA,NA,"guinees","blue",NA,NA,NA,NA,NA,"Expensive",31,13020
"116",116,"WIC","Ship: Nieuwe Post",1715,"Texel","Netherlands",53.053921,4.79605,1715,"Loanda","Angola",-8.838333,13.234444,100,"ps.",100,NA,NA,"guinees",NA,NA,NA,NA,NA,NA,"Inexpensive",2.2,220
"117",117,"WIC","Ship: St Clara 2",1710,"Texel","Netherlands",53.053921,4.79605,1710,"Ouidah","Benin",6.3601,2.08266,180,"ps.",180,NA,NA,"kannekyns",NA,NA,NA,NA,NA,NA,"Inexpensive",1.8,324
"118",118,"WIC","Ship: Johanna Machteld",1710,"Texel","Netherlands",53.053921,4.79605,1711,"Loanda","Angola",-8.838333,13.234444,80,"ells",80,NA,NA,"laken","blue",NA,NA,NA,NA,NA,"Mid-range",4,320
"119",119,"WIC","Ship: Johanna Machteld",1710,"Texel","Netherlands",53.053921,4.79605,1711,"Loanda","Angola",-8.838333,13.234444,74,"ells",74,NA,NA,"laken","red",NA,NA,NA,NA,NA,"Mid-range",4.25675675675676,315
"120",120,"WIC","Ship: Adrichem",1711,"Vlissingen","Netherlands",51.455681,3.57649,1711,"Ouidah","Benin",6.3601,2.08266,100,"elles",100,NA,NA,"laken","blue",NA,NA,NA,NA,NA,"Inexpensive",3.9,390
"121",121,"WIC","Ship: Adrichem",1711,"Vlissingen","Netherlands",51.455681,3.57649,1711,"Ouidah","Benin",6.3601,2.08266,168,"elles",168,NA,NA,"laken","scarlet",NA,NA,NA,NA,NA,"Mid-range",4.5,756
"122",122,"WIC","Ship: Adrichem",1711,"Vlissingen","Netherlands",51.455681,3.57649,1711,"Ouidah","Benin",6.3601,2.08266,58,"ells",58,NA,NA,"laken","scarlet",NA,NA,NA,NA,NA,"Mid-range",4.5,261
"123",123,"WIC","Ship: St. Clara 2",1712,"Texel","Netherlands",53.053921,4.79605,1712,"Ouidah","Benin",6.3601,2.08266,51,"ell",51,NA,NA,"laken","blue",NA,NA,NA,NA,NA,"Mid-range",6,306
"124",124,"WIC","Ship: St. Clara 2",1712,"Texel","Netherlands",53.053921,4.79605,1712,"Ouidah","Benin",6.3601,2.08266,100.5,"ell",100.5,NA,NA,"laken","red",NA,NA,NA,NA,NA,"Mid-range",6,603
"125",125,"WIC","Ship: Bosbeek",1712,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,8,"ell",8,NA,NA,"laken","blue",NA,NA,NA,NA,NA,"Inexpensive",3.9,31.2
"126",126,"WIC","Ship: Bosbeek",1712,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,18,"ell",18,NA,NA,"laken","red",NA,NA,NA,NA,NA,"Mid-range",5,90
"127",127,"WIC","Ship: Acredam",1712,"Texel","Netherlands",53.053921,4.79605,1713,"Ouidah","Benin",6.3601,2.08266,55.75,"ps.",55.75,NA,NA,"laken","scarlet",NA,NA,NA,NA,NA,"Mid-range",5.34977578475336,298.25
"128",128,"WIC","Ship: Adrichem",1714,"Vlissingen","Netherlands",51.455681,3.57649,1715,"Loanda","Angola",-8.838333,13.234444,97.5,"ells",97.5,NA,NA,"laken","blue",NA,NA,NA,NA,NA,"Mid-range",4.8,468
"129",129,"WIC","Ship: Adrichem",1714,"Vlissingen","Netherlands",51.455681,3.57649,1715,"Loanda","Angola",-8.838333,13.234444,47,"ells",47,NA,NA,"laken","scarlet",NA,NA,NA,NA,NA,"Mid-range",5.5,258.5
"130",130,"WIC","Ship: Nieuwe Post",1715,"Texel","Netherlands",53.053921,4.79605,1715,"Loanda","Angola",-8.838333,13.234444,148,"ps.",148,NA,NA,"laken",NA,NA,NA,NA,NA,NA,"Mid-range",6.52195945945946,965.25
"131",131,"WIC","Ship: Johanna Machteld",1710,"Texel","Netherlands",53.053921,4.79605,1711,"Loanda","Angola",-8.838333,13.234444,100,"ps.",2500,NA,NA,"lhymenias","blue",NA,NA,NA,NA,NA,"Expensive",13.75,1375
"132",132,"WIC","Ship: Africaanse Galeij",1713,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,50,"ps.",50,NA,NA,"lhymenias",NA,NA,NA,NA,NA,NA,"Expensive",12.625,631.25
"133",133,"WIC","Ship: Jacoba Galeij",1713,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,50,"ps.",50,NA,NA,"lhymenias",NA,NA,NA,NA,NA,NA,"Expensive",12.625,631.25
"134",134,"WIC","Ship: St. Marcus",1713,"Texel","Netherlands",53.053921,4.79605,1713,"Ouidah","Benin",6.3601,2.08266,100,"ps.",100,NA,NA,"lhymenias",NA,NA,NA,NA,NA,NA,"Expensive",12.625,1262.5
"135",135,"WIC","Ship: St. Marcus",1713,"Texel","Netherlands",53.053921,4.79605,1713,"Ouidah","Benin",6.3601,2.08266,25,"ps.",25,NA,NA,"lhymenias",NA,NA,NA,NA,NA,NA,"Expensive",12.625,315.625
"136",136,"WIC","Ship: Guntersteijn",1713,"Texel","Netherlands",53.053921,4.79605,1714,"Ardra","Benin",6.47216,2.62652,76,"ps.",76,NA,NA,"lhymenias",NA,NA,"stamped",NA,NA,NA,"Expensive",12.4315789473684,944.8
"137",137,"WIC","Ship: Guntersteijn",1713,"Texel","Netherlands",53.053921,4.79605,1714,"Ardra","Benin",6.47216,2.62652,262,"schok",262,NA,NA,"lhymenias",NA,NA,NA,NA,NA,NA,"Expensive",11.75,3078.5
"138",138,"WIC","Ship: Guntersteijn",1713,"Texel","Netherlands",53.053921,4.79605,1714,"Ardra","Benin",6.47216,2.62652,132,"schok",132,NA,NA,"lhymenias",NA,NA,NA,NA,NA,NA,"Expensive",13.75,1815
"139",139,"WIC","Ship: Guntersteijn",1713,"Texel","Netherlands",53.053921,4.79605,1714,"Ardra","Benin",6.47216,2.62652,85.5,"schok",85.5,NA,NA,"lhymenias",NA,NA,NA,NA,NA,NA,"Expensive",11,940.5
"140",140,"WIC","Ship: Guntersteijn",1713,"Texel","Netherlands",53.053921,4.79605,1714,"Ardra","Benin",6.47216,2.62652,80,"ps.",80,NA,NA,"lhymenias",NA,NA,NA,NA,NA,NA,"Expensive",12.3,984
"141",141,"WIC","Ship: Adrichem",1714,"Vlissingen","Netherlands",51.455681,3.57649,1715,"Loanda","Angola",-8.838333,13.234444,2621.5,"ells",2621.5,NA,NA,"lhymenias",NA,NA,NA,NA,NA,NA,"Inexpensive",0.537497615868777,1409.05
"142",142,"WIC","Ship: Acredam",1714,"Texel","Netherlands",53.053921,4.79605,1715,"Ardra","Benin",6.47216,2.62652,83,"ps.",83,NA,NA,"lhymenias",NA,NA,NA,NA,NA,NA,"Mid-range",6.25,518.75
"143",143,"WIC","Ship: Bosbeek",1715,"Texel","Netherlands",53.053921,4.79605,1715,"Loanda","Angola",-8.838333,13.234444,1247,"ells",1247,NA,NA,"lhymenias",NA,NA,NA,NA,NA,NA,"Inexpensive",0.574979951884523,717
"144",144,"WIC","Ship: Nieuwe Post",1715,"Texel","Netherlands",53.053921,4.79605,1715,"Loanda","Angola",-8.838333,13.234444,100,"ps.",100,NA,NA,"lhymenias",NA,NA,NA,NA,NA,NA,"Expensive",14,1400
"145",145,"WIC","Ship: St Clara 2",1710,"Texel","Netherlands",53.053921,4.79605,1710,"Ouidah","Benin",6.3601,2.08266,60,"ps.",60,NA,NA,"nicanees",NA,NA,NA,NA,NA,"fine","Mid-range",6.5,390
"146",146,"WIC","Ship: Johanna Machteld",1710,"Texel","Netherlands",53.053921,4.79605,1711,"Loanda","Angola",-8.838333,13.234444,60,"ps.",60,NA,NA,"nicanees",NA,NA,NA,NA,NA,"fine","Mid-range",6.375,382.5
"147",147,"WIC","Ship: Eva Maria 2",1711,"Texel","Netherlands",53.053921,4.79605,1711,"Elmina","Ghana",5.0847,-1.35093,330,"ps.",330,NA,NA,"nicanees",NA,NA,NA,NA,NA,"fine","Mid-range",7.45,2458.5
"148",148,"WIC","Ship: Eva Maria 2",1711,"Texel","Netherlands",53.053921,4.79605,1711,"Elmina","Ghana",5.0847,-1.35093,64,"ps.",64,NA,NA,"nicanees",NA,NA,NA,NA,NA,NA,"Mid-range",7.75,496
"149",149,"WIC","Ship: Eva Maria 2",1711,"Texel","Netherlands",53.053921,4.79605,1711,"Elmina","Ghana",5.0847,-1.35093,161,"ps.",161,NA,NA,"nicanees",NA,NA,NA,NA,NA,NA,"Mid-range",7.75,1247.75
"150",150,"WIC","Ship: Adrichem",1711,"Vlissingen","Netherlands",51.455681,3.57649,1711,"Ouidah","Benin",6.3601,2.08266,261,"ps.",261,NA,NA,"nicanees",NA,NA,NA,NA,NA,"fine","Mid-range",5.95,1552.95
"151",151,"WIC","Ship: Adrichem",1711,"Vlissingen","Netherlands",51.455681,3.57649,1711,"Ouidah","Benin",6.3601,2.08266,450,"ps.",450,NA,NA,"nicanees",NA,NA,NA,NA,NA,NA,"Mid-range",7.35,3307.5
"152",152,"WIC","Ship: St. Clara 2",1712,"Texel","Netherlands",53.053921,4.79605,1712,"Ouidah","Benin",6.3601,2.08266,450,"ps.",450,NA,NA,"nicanees",NA,NA,NA,NA,NA,NA,"Mid-range",7,3150
"153",153,"WIC","Ship: St. Clara 2",1712,"Texel","Netherlands",53.053921,4.79605,1712,"Ouidah","Benin",6.3601,2.08266,660,"ps.",660,NA,NA,"nicanees",NA,NA,NA,NA,NA,NA,"Mid-range",6.125,4042.5
"154",154,"WIC","Ship: Eva Maria 2",1712,"Vlissingen","Netherlands",51.455681,3.57649,1712,"Elmina","Ghana",5.0847,-1.35093,166,"ps.",166,NA,NA,"nicanees",NA,NA,NA,NA,NA,"fine","Mid-range",6.375,1058.25
"155",155,"WIC","Ship: Eva Maria 2",1712,"Vlissingen","Netherlands",51.455681,3.57649,1712,"Elmina","Ghana",5.0847,-1.35093,84,"ps.",84,NA,NA,"nicanees",NA,NA,NA,NA,NA,NA,"Mid-range",7.75,651
"156",156,"WIC","Ship: Bosbeek",1712,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,86,"ps.",86,NA,NA,"nicanees",NA,NA,NA,NA,NA,NA,"Mid-range",6.25,537.5
"157",157,"WIC","Ship: Bosbeek",1712,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,180,"ps.",180,NA,NA,"nicanees",NA,NA,NA,NA,NA,NA,"Mid-range",4.5,810
"158",158,"WIC","Ship: Acredam",1712,"Texel","Netherlands",53.053921,4.79605,1713,"Ouidah","Benin",6.3601,2.08266,378,"ps.",378,NA,NA,"nicanees",NA,NA,NA,NA,NA,NA,"Mid-range",7.29431216931217,2757.25
"159",159,"WIC","Ship: Acredam",1712,"Texel","Netherlands",53.053921,4.79605,1713,"Ouidah","Benin",6.3601,2.08266,480,"ps.",480,NA,NA,"nicanees",NA,NA,NA,NA,NA,NA,"Mid-range",4.4375,2130
"160",160,"WIC","Ship: Acredam",1712,"Texel","Netherlands",53.053921,4.79605,1713,"Ouidah","Benin",6.3601,2.08266,120,"ps.",120,NA,NA,"nicanees",NA,NA,NA,NA,NA,NA,"Inexpensive",3.5,420
"161",161,"WIC","Ship: Africaanse Galeij",1713,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,449,"ps.",449,NA,NA,"nicanees","brown-blue",NA,NA,NA,NA,"fine","Mid-range",6.375,2862.375
"162",162,"WIC","Ship: Africaanse Galeij",1713,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,110,"ps.",110,NA,NA,"nicanees","brown-blue",NA,NA,NA,NA,NA,"Inexpensive",3.13068181818182,344.375
"163",163,"WIC","Ship: Africaanse Galeij",1713,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,84,"ps.",84,NA,NA,"nicanees","brown-blue",NA,NA,NA,NA,NA,"Mid-range",7,588
"164",164,"WIC","Ship: Africaanse Galeij",1713,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,37,"ps.",37,NA,NA,"nicanees","brown-blue",NA,NA,NA,NA,NA,"Mid-range",5,185
"165",165,"WIC","Ship: Africaanse Galeij",1713,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,83,"ps.",83,NA,NA,"nicanees","brown-blue",NA,NA,NA,NA,NA,"Mid-range",8.375,695.125
"166",166,"WIC","Ship: Jacoba Galeij",1713,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,140,"ps.",140,NA,NA,"nicanees",NA,NA,NA,NA,NA,"coarse","Inexpensive",3.37502232142857,472.503125
"167",167,"WIC","Ship: Jacoba Galeij",1713,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,84,"ps.",84,NA,NA,"nicanees",NA,NA,NA,NA,NA,"fine","Mid-range",5.55,466.2
"168",168,"WIC","Ship: Jacoba Galeij",1713,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,270,"ps.",270,NA,NA,"nicanees",NA,NA,NA,NA,NA,"fine","Mid-range",5.8,1566
"169",169,"WIC","Ship: Jacoba Galeij",1713,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,90,"ps.",90,NA,NA,"nicanees",NA,NA,NA,NA,NA,NA,"Mid-range",8.375,753.75
"170",170,"WIC","Ship: St. Marcus",1713,"Texel","Netherlands",53.053921,4.79605,1713,"Ouidah","Benin",6.3601,2.08266,225,"ps.",225,NA,NA,"nicanees",NA,NA,NA,NA,"Holland","coarse","Inexpensive",3.75,843.75
"171",171,"WIC","Ship: St. Marcus",1713,"Texel","Netherlands",53.053921,4.79605,1713,"Ouidah","Benin",6.3601,2.08266,200,"ps.",200,NA,NA,"nicanees",NA,NA,NA,NA,"English","fine","Mid-range",6.25,1250
"172",172,"WIC","Ship: St. Marcus",1713,"Texel","Netherlands",53.053921,4.79605,1713,"Ouidah","Benin",6.3601,2.08266,364,"ps.",364,NA,NA,"nicanees",NA,NA,NA,NA,"English","fine","Mid-range",5.25,1911
"173",173,"WIC","Ship: St. Marcus",1713,"Texel","Netherlands",53.053921,4.79605,1713,"Ouidah","Benin",6.3601,2.08266,320,"ps.",320,NA,NA,"nicanees",NA,NA,NA,NA,"Holland","fine","Mid-range",6.25,2000
"174",174,"WIC","Ship: St. Marcus",1713,"Texel","Netherlands",53.053921,4.79605,1713,"Ouidah","Benin",6.3601,2.08266,283,"ps.",283,NA,NA,"nicanees",NA,NA,NA,NA,"English",NA,"Mid-range",5.25,1485.75
"175",175,"WIC","Ship: St. Marcus",1713,"Texel","Netherlands",53.053921,4.79605,1713,"Ouidah","Benin",6.3601,2.08266,132,"ps.",132,NA,NA,"nicanees",NA,NA,NA,NA,"Holland",NA,"Mid-range",7.25,957
"176",176,"WIC","Ship: Koningin Hester",1713,"Vlissingen","Netherlands",51.455681,3.57649,1713,"Ouidah","Benin",6.3601,2.08266,100,"ps.",100,NA,NA,"nicanees",NA,NA,NA,NA,NA,NA,"Mid-range",7,700
"177",177,"WIC","Ship: Koningin Hester",1713,"Vlissingen","Netherlands",51.455681,3.57649,1713,"Ouidah","Benin",6.3601,2.08266,32,"ps.",32,NA,NA,"nicanees",NA,NA,NA,NA,NA,NA,"Mid-range",7.25,232
"178",178,"WIC","Ship: Koningin Hester",1713,"Vlissingen","Netherlands",51.455681,3.57649,1713,"Ouidah","Benin",6.3601,2.08266,280,"ps.",280,NA,NA,"nicanees",NA,NA,NA,NA,NA,NA,"Mid-range",7.25,2030
"179",179,"WIC","Ship: Koningin Hester",1713,"Vlissingen","Netherlands",51.455681,3.57649,1713,"Ouidah","Benin",6.3601,2.08266,100,"ps.",100,NA,NA,"nicanees",NA,NA,NA,NA,NA,NA,"Mid-range",7.75,775
"180",180,"WIC","Ship: Koningin Hester",1713,"Vlissingen","Netherlands",51.455681,3.57649,1713,"Ouidah","Benin",6.3601,2.08266,240,"ps.",240,NA,NA,"nicanees",NA,NA,NA,NA,NA,NA,"Mid-range",6.1875,1485
"181",181,"WIC","Ship: Koningin Hester",1713,"Vlissingen","Netherlands",51.455681,3.57649,1713,"Ouidah","Benin",6.3601,2.08266,120,"ps.",120,NA,NA,"nicanees",NA,NA,NA,NA,NA,NA,"Inexpensive",3.25,390
"182",182,"WIC","Ship: Bosbeek",1713,"Texel","Netherlands",53.053921,4.79605,1713,"Elmina","Ghana",5.0847,-1.35093,85,"ps.",85,NA,NA,"nicanees",NA,NA,NA,NA,NA,"coarse","Inexpensive",3.75,318.75
"183",183,"WIC","Ship: Bosbeek",1713,"Texel","Netherlands",53.053921,4.79605,1713,"Elmina","Ghana",5.0847,-1.35093,438,"ps.",438,NA,NA,"nicanees",NA,NA,NA,NA,NA,"fine","Mid-range",5.25,2299.5
"184",184,"WIC","Ship: Bosbeek",1713,"Texel","Netherlands",53.053921,4.79605,1713,"Elmina","Ghana",5.0847,-1.35093,83,"ps.",83,NA,NA,"nicanees",NA,NA,NA,NA,NA,NA,"Mid-range",6.25,518.75
"185",185,"WIC","Ship: Bosbeek",1713,"Texel","Netherlands",53.053921,4.79605,1713,"Elmina","Ghana",5.0847,-1.35093,150,"ps.",150,NA,NA,"nicanees",NA,NA,NA,NA,NA,NA,"Mid-range",6.25,937.5
"186",186,"WIC","Ship: Bosbeek",1713,"Texel","Netherlands",53.053921,4.79605,1713,"Elmina","Ghana",5.0847,-1.35093,500,"ps.",500,NA,NA,"nicanees",NA,NA,NA,NA,NA,NA,"Mid-range",5.25,2625
"187",187,"WIC","Ship: Guntersteijn",1713,"Texel","Netherlands",53.053921,4.79605,1714,"Ardra","Benin",6.47216,2.62652,315,"ps.",315,NA,NA,"nicanees",NA,NA,NA,NA,NA,"coarse","Inexpensive",3.75,1181.25
"188",188,"WIC","Ship: Guntersteijn",1713,"Texel","Netherlands",53.053921,4.79605,1714,"Ardra","Benin",6.47216,2.62652,767,"ps.",767,NA,NA,"nicanees",NA,NA,NA,NA,NA,NA,"Mid-range",6.25,4793.75
"189",189,"WIC","Ship: Apam",1714,"Vlissingen","Netherlands",51.455681,3.57649,NA,"Elmina","Ghana",5.0847,-1.35093,360,"ps.",360,NA,NA,"nicanees",NA,NA,NA,NA,NA,"fine","Mid-range",8.26388888888889,2975
"190",190,"WIC","Ship: Jacoba Galeij",1714,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,360,"ps.",360,NA,NA,"nicanees",NA,NA,NA,NA,NA,"coarse","Mid-range",4.5,1620
"191",191,"WIC","Ship: Jacoba Galeij",1714,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,720,"ps.",720,NA,NA,"nicanees",NA,NA,NA,NA,NA,"fine","Mid-range",7.125,5130
"192",192,"WIC","Ship: Jacoba Galeij",1714,"Texel","Netherlands",53.053921,4.79605,NA,"Elmina","Ghana",5.0847,-1.35093,600,"ps.",600,NA,NA,"nicanees",NA,NA,NA,NA,NA,NA,"Mid-range",7.75,4650
"193",193,"WIC","Ship: Adrichem",1714,"Vlissingen","Netherlands",51.455681,3.57649,1715,"Loanda","Angola",-8.838333,13.234444,150,"ps.",150,NA,NA,"nicanees",NA,NA,NA,NA,NA,NA,"Mid-range",8.25,1237.5
"194",194,"WIC","Ship: Agatha",1714,"Vlissingen","Netherlands",51.455681,3.57649,1714,"Elmina","Ghana",5.0847,-1.35093,240,"ps.",240,NA,NA,"nicanees",NA,NA,NA,NA,NA,"coarse","Mid-range",4.5,1080
"195",195,"WIC","Ship: Agatha",1714,"Vlissingen","Netherlands",51.455681,3.57649,1714,"Elmina","Ghana",5.0847,-1.35093,360,"ps.",360,NA,NA,"nicanees",NA,NA,NA,NA,NA,"fine","Mid-range",6.875,2475
"196",196,"WIC","Ship: Agatha",1714,"Vlissingen","Netherlands",51.455681,3.57649,1714,"Elmina","Ghana",5.0847,-1.35093,500,"ps.",500,NA,NA,"nicanees",NA,NA,NA,NA,NA,NA,"Mid-range",7.75,3875
"197",197,"WIC","Ship: Honard",1710,"Hellevoetsluis","Netherlands",51.833698,4.13838,1711,"Ouidah","Benin",6.3601,2.08266,1115,"ps.",1115,NA,NA,"perpetuanen","blue",NA,"dyed",NA,NA,NA,"Inexpensive",3.925,4376.375
"198",198,"WIC","Ship: Honard",1710,"Hellevoetsluis","Netherlands",51.833698,4.13838,1711,"Ouidah","Benin",6.3601,2.08266,647,"ps.",647,NA,NA,"perpetuanen","green",NA,NA,NA,NA,NA,"Mid-range",4.775,3089.425
"199",199,"WIC","Ship: Eva Maria 2",1711,"Texel","Netherlands",53.053921,4.79605,1711,"Elmina","Ghana",5.0847,-1.35093,91,"ps.",91,NA,NA,"perpetuanen","blue",NA,NA,NA,NA,NA,"Mid-range",6.5,591.5
"200",200,"WIC","Ship: Accra",1711,"Texel","Netherlands",53.053921,4.79605,1711,"Elmina","Ghana",5.0847,-1.35093,680,"ps.",680,NA,NA,"perpetuanen","blue",NA,"dyed",NA,NA,NA,"Inexpensive",3.875,2635
"201",201,"WIC","Ship: Accra",1711,"Texel","Netherlands",53.053921,4.79605,1711,"Elmina","Ghana",5.0847,-1.35093,113,"ps.",113,NA,NA,"perpetuanen","green",NA,"dyed",NA,NA,NA,"Mid-range",5.2,587.6
"202",202,"WIC","Ship: Accra",1711,"Texel","Netherlands",53.053921,4.79605,1711,"Elmina","Ghana",5.0847,-1.35093,340,"ps.",340,NA,NA,"perpetuanen","green",NA,"dyed",NA,NA,NA,"Mid-range",4.2,1428
"203",203,"WIC","Ship: Adrichem",1711,"Vlissingen","Netherlands",51.455681,3.57649,1711,"Ouidah","Benin",6.3601,2.08266,183,"ps.",183,NA,NA,"perpetuanen","blue",NA,NA,NA,NA,NA,"Mid-range",4.8,878.4
"204",204,"WIC","Ship: Adrichem",1711,"Vlissingen","Netherlands",51.455681,3.57649,1711,"Ouidah","Benin",6.3601,2.08266,602,"ps.",602,NA,NA,"perpetuanen","blue",NA,NA,NA,NA,NA,"Inexpensive",3.45,2076.9
"205",205,"WIC","Ship: Adrichem",1711,"Vlissingen","Netherlands",51.455681,3.57649,1711,"Ouidah","Benin",6.3601,2.08266,995,"ps.",995,NA,NA,"perpetuanen","blue",NA,NA,NA,NA,NA,"Inexpensive",3.45,3432.75
"206",206,"WIC","Ship: Adrichem",1711,"Vlissingen","Netherlands",51.455681,3.57649,1711,"Ouidah","Benin",6.3601,2.08266,37,"ps.",37,NA,NA,"perpetuanen","blue",NA,NA,NA,NA,NA,"Mid-range",6.5,240.5
